Humidity,Temperature,Wind Speed,Zone 1 Power Consumption,Zone 2  Power Consumption,Zone 3  Power Consumption
88,17.23,4.913,24827.8,14875.5,15204.5
82,9.68,0.074,36257.4,21764.6,21019.4
70.6,15,0.072,35981.6,19862.2,19010.3
90,19.77,0.072,35228,24475.5,12512.1
75,26.5,4.918,35058.6,21828.1,21108
47.25,23.63,4.91,29527.2,20221.5,20834.8
78.7,20.45,4.922,24206,13187.5,10572.7
74.6,17.26,0.068,28904.6,25493.8,12318.1
49.58,25.47,0.314,31061.9,18654.9,16338.6
54.15,12.49,0.086,32953.8,27606.2,14330.6
73.4,16.6,0.072,33010.6,20618.8,16100.2
43.18,21,0.085,33419.2,20888.8,18176
68.29,16.06,0.075,24882.1,20019.6,7272.03
86,10.45,0.085,22255.7,13335.4,13592.9
76.5,22.85,4.917,39313.3,23647,15591.4
77.5,27.48,4.904,48004.3,32772.5,38219.4
63.64,21.65,0.074,32190.8,26750.8,13069.9
52.65,17.24,0.076,30030.8,25036.4,13370.6
68.39,21.61,0.082,22486,12620.4,11444.2
57.49,30.73,4.903,38833.8,26719,32704.3
89.8,8.73,0.08,24480,22131.8,9698.31
75.3,13.96,0.072,34859,19717.9,17141.1
75.5,14.98,0.076,35626.2,24358.5,21617.4
77.7,5.641,0.08,25999,16993.3,17945.1
85.7,24.13,4.913,28736.2,18436.7,21244.5
86.3,20.19,0.072,24095.4,15833.3,11732.7
81.5,13.24,0.082,20763.5,15332.3,9767.11
68.71,13.28,0.076,31018.2,17473.2,16554.2
64.49,14.75,0.075,35105.4,20674.4,15718.1
36.25,26.94,0.273,36866.5,23306.4,14720.7
53.28,25.35,0.07,35386.5,22269.9,18751
79.1,21.92,4.918,27646.7,15455.3,11567.1
54.58,21.7,4.917,34310.7,23652.8,24821.6
87.3,18.15,0.07,36901.8,21900.9,21745.7
81.6,20,0.068,22226.2,11769.2,12134.4
83.5,19.65,4.912,28800,19377.1,8284.04
52.5,14.45,0.084,28073.9,15133.1,18507.3
67.57,21.16,4.921,35013.2,22748,17396.6
42.42,14.14,0.077,31184.8,26327.1,9605.76
58.89,21.02,4.921,26557.2,15829.5,14655.9
83,21.52,0.068,45037.4,27808.3,28392.4
72,20.82,4.921,31517.3,20901.3,24082.3
26.12,29.99,4.921,38527.2,23313.9,21368.1
87.2,24.37,4.916,35351,23119,27817.9
58.95,19.87,4.921,31778,18391.5,17251
75,20.74,0.074,35033.8,28617.8,16852
60,9.16,0.083,21733.7,13798.2,13868
56.98,16.87,0.087,31355.1,25605.4,9772.87
54.17,14.51,4.797,40123.9,23330.5,24631
61.28,18.52,4.925,32036.9,25743,9808.19
37.79,28.24,4.91,38306.2,26534.3,26266.1
26.51,32.69,4.921,36229.4,22906,13508.6
69.51,21.54,4.916,23607.7,15357,16285.9
78.2,10.78,0.088,33284.1,21063.8,20645.8
78.2,19.05,4.911,30289.5,19246.9,17141.6
60.67,9.06,0.088,21885.6,13918.5,14186
66.37,13.78,0.083,32464.3,18296.9,21358.5
86.3,15.75,0.083,24230.4,13410.2,15930.2
55.51,13.23,0.077,28167.3,24117.8,12227.6
73.1,19.38,4.92,31059.9,21050.2,14691.5
67.6,21.5,4.921,36599.6,23290.4,18650
68.29,16.9,4.92,21840,17297.1,9195.18
66.28,12.45,0.083,20937.7,12696.7,14035.7
78.9,12.52,0.074,33520.9,28197.6,14284.8
75.6,11.29,4.914,32851.5,20378.1,15965.9
64.88,19.33,0.081,39113.8,33017.4,17592.3
78,22.15,4.922,30279.9,19503.8,24239
81.1,7.44,0.076,21363,13375.1,13948.9
83.1,10.94,0.073,24657.7,14484.1,14823.9
85.1,13.07,0.071,34941.5,29450.8,14851.1
56.79,14.52,0.083,36443.5,22417,19020.7
63.36,18.94,0.082,37467.9,18718.5,24960
89.6,20.68,0.066,25354.2,15496.5,15690.8
77.4,25.23,4.917,33233.2,22450.6,21702.4
82.9,20.43,4.916,20979.7,12508.9,14544.6
48.83,12.12,0.077,21025.1,17073.9,9421.37
89.3,24.29,4.916,28314.1,17239.7,16840.6
85,19.64,4.918,27162.5,18011.2,9966.74
18.07,31.54,4.903,37756.4,26393.7,27457.8
79.8,12.34,0.075,32035.4,19595.1,19242.6
76.6,9.53,0.075,25446.1,15745.9,14625.5
71.1,20.88,4.925,34811.8,21481.1,18346.9
72.3,18.63,0.072,43723.9,23326.7,27531.6
64.44,13.61,4.917,39185.1,24083.9,24035.7
74.5,19.58,0.288,32208.8,20350.1,13038
65.58,11.44,4.915,21990.5,12981.2,14177.1
71.1,13.8,0.074,40808.1,24255.3,24701.4
65.65,17.3,4.92,25735.4,21075.6,11375.4
72.9,21.88,0.067,24298.8,13468.2,13363.2
85.3,20.78,0.074,28952.6,18654.9,13351.4
40.84,25.04,0.074,32684.1,19255.7,18376
73.1,10.23,0.085,29651.7,25425,13120.8
55.7,16.1,0.082,28529.2,23362.8,12572.5
45.68,13.81,0.081,31540.3,19969.6,17841
86,5.565,4.913,25831.2,20133.8,7629.29
42.11,25.58,4.904,29234.7,20235.3,18724.5
54.21,13.25,0.076,30333.1,26489.1,13351.3
63.39,19.08,0.082,29259.5,19378.3,13508
61.95,15.25,0.081,18088.9,9969.51,9847.74
88.8,21.63,4.912,29551.9,17595.8,14455.9
85.7,16.89,4.917,26882.1,18733.5,7695.69
43.59,25.6,0.092,35877.1,23142.3,13177.4
75.1,25.87,4.919,36977.5,23908.9,26287.5
77.8,8.9,0.083,24540.8,16500.9,16279.5
71.5,12.75,0.084,25185.3,13824.4,16110.5
57.32,14.57,4.927,31796.9,24274,10317.1
69.85,11.94,0.084,31282.1,25701.1,9686.43
56.94,16.54,0.081,19783.3,13272.9,14070.4
88.9,11.71,0.068,38459,24269.9,24145.7
74.2,23.88,4.926,41400.8,26543.5,31287.1
44.83,12.5,0.073,27631.9,22766.5,8994.96
37.52,32.74,4.92,38042.8,25712.7,31366.7
43.19,25.57,0.084,33775.7,19569.5,17489
88.7,20.54,4.914,25417.7,14123.1,17475
82.7,25.33,4.912,27511.5,18732.9,19659.9
86,11.36,0.08,21335.4,16238.1,7969.27
76.4,12.01,0.082,27931.1,17069.9,13318.6
86.7,19.02,0.07,37594.2,23687.9,23045.8
74.3,17.78,4.913,32660.4,16942.7,19010.3
75.8,14.74,4.912,25907.7,12812.2,15880.6
72.1,20.83,0.067,45033.9,26342.7,19865.3
84.9,6.091,0.083,19746.8,13265.7,13665.5
87.1,15.39,0.074,19772.3,13686,7286.75
61.03,21.51,4.921,35831.6,20756.7,17950.4
60.31,15.56,0.079,39495.1,34133.2,16756.8
64.99,16.57,0.074,32538.7,18168.6,18658.9
37.35,34.23,0.069,37022.2,26039.2,24443.8
85,13.23,0.082,30400,25907.3,12815.4
85.7,14.87,0.076,23453.2,13816.4,14828
21.71,36.65,4.917,39669.4,27459.5,28239.7
34.88,30.63,4.919,38993.2,26962,28077
28.55,33.08,4.918,40587.9,25401.3,29396.5
45.52,28.78,0.072,38900.8,26663.6,27072.6
85,22.39,4.915,37580.2,22269.9,17091.7
85.3,16.35,0.082,32726.2,27502.1,15712.8
85.4,19.64,0.067,33568.2,20608.3,20629.7
52.09,21.17,0.064,43835.5,24914.1,27333.8
56.92,26.05,4.906,47636.4,31135.4,45170.2
70.3,17.18,4.915,34772.7,21377.5,21351.3
58.82,21.66,4.924,34509,19755.1,18050.7
82.5,13.49,0.074,39154.4,32995.4,16313.1
78.4,14.12,0.076,34363.9,21347.6,16664.5
71,13.28,0.081,22073.8,16787.6,10010.6
84.1,24.04,4.915,27568.9,18057,21557.8
73.5,28.11,4.904,42762.1,29556.5,34842.9
51.32,20.45,0.084,28793.8,18113.6,14219.6
80.4,10.91,0.072,28187.2,16492.7,16780.6
83.7,25.84,4.914,36543.8,23889.9,32457.2
61.64,19.96,0.073,28942.6,14773.9,18164.4
57.81,15.97,4.922,37154.4,22665,23282.9
90.6,10.36,0.077,27640.7,17000.6,17187.4
75.4,12.83,0.081,21775.2,12816.3,11386.2
78.8,15.85,4.908,26422.5,13920.7,14969
86.8,25.31,4.922,38856,23892.3,21631.6
70.1,13.92,0.102,30939.1,18909.2,15522.9
39.88,25.9,4.914,28315.2,18410.1,22063.9
63.09,24.69,4.925,34717.5,21532.8,13200.7
52.85,20.2,0.079,31114.2,17483.6,14851.9
63.01,29.35,4.909,40613.4,28758.2,29697.7
57.94,16.22,0.081,22304.8,15735,16383.6
69.39,22.49,4.92,27022.8,15943.4,15077.1
76.7,19.85,0.339,24824.1,13531.8,12702.6
82.3,26.48,4.904,47313.8,32035.1,37190.2
67.11,16.28,0.079,34836.9,28476.4,16614.9
55.92,29.04,0.064,41372.5,28283.5,32077.7
86,19.62,0.076,34267.5,22288.6,22449.2
70.1,21.87,4.92,34471.9,22075.5,18650
43.58,24.54,4.92,35074.7,19379.3,15509
79.5,27.3,4.916,32678.3,20020.3,25618.7
77.2,15.18,0.072,43947.6,25906.1,25827.1
82.1,11.88,0.078,26479,17241.3,12428
71.2,14.02,0.081,44793.2,26689,25484.5
73.2,22.63,0.066,34522.2,22402.9,13025.7
65.76,22.71,4.922,35439.3,24833.3,11219.9
79.7,19.09,0.101,28428.2,19124.1,9127.29
82.2,12.06,4.921,21111.9,13382.4,10917.9
86.6,14.99,0.081,22516.9,17821.5,10617.8
80.3,18.46,0.083,27842.1,16274.7,12640.5
79.6,7.56,0.081,25253.2,21017.5,11484.3
75.7,15,0.083,31187.7,26386.4,8264.1
83.5,13.47,0.074,35847.5,23358.1,17864.7
91,24.36,4.916,24452.8,14643.3,12296.4
65.51,11.98,0.086,24400.7,14808.5,11294.2
75.5,20.91,0.067,44630.5,27224.5,27139.9
59.95,15.6,0.081,23235.3,14071.7,14327.6
60.44,22.68,0.08,39621.2,24334.4,23302.3
50.07,22.42,0.084,31003.1,25783.9,11254
80.8,10.15,0.08,24534.7,16034,14342.2
78.1,10.94,0.074,23629.4,15720.4,15643.4
59.95,14.36,0.079,27427.1,17401.8,12272.6
74.5,15.23,0.073,33126.1,20586.6,16403.2
67.28,19.72,0.081,31135.5,18951.1,18865.7
74.5,19.35,0.073,38812.3,31920.2,18344.1
64.5,14.54,0.083,31714.1,25730.6,10723.6
55.14,27.63,0.069,34865.2,18842,22845
90.4,22.3,4.916,28934.3,16928,17562.9
67.42,14.9,0.082,43590.5,25721.6,25251.4
67.58,16.47,0.076,31440.3,25513.3,11294.1
57.5,14.34,0.083,35744.8,22121.6,16788.4
71.1,16.03,0.075,29627.4,24942.6,12458.1
87.4,21.81,4.915,32986.2,20178,15497.3
51.45,21.49,4.905,45082.7,30860.4,34674.4
64.22,15.28,4.915,34400.7,20217.1,17100
34.55,28.75,4.903,38414.9,25485.1,27313.4
82.6,26.39,4.905,46418.8,31164.5,36209.2
73.4,22.1,4.923,32902.6,21342.3,12313.7
54.52,17.32,0.078,24356.9,19580.6,11138.3
67.07,22.66,0.067,28541.9,16305.9,15175.4
49.72,13.99,0.082,37506.8,23923.4,19257.8
84.4,11.45,0.079,23138,13840.2,13877.4
81.7,21.06,4.911,27355.2,19543.4,20831.1
45.73,17.03,0.085,29542.2,25089.9,9467.47
74.9,12.57,4.915,42901,25615.8,25743.4
86.5,17.29,0.067,40418,22953.7,24120
89.3,15.75,4.913,24966.3,15165.3,14324.2
50.22,17.81,0.089,45199.6,24210.2,28125.1
92.4,17.97,0.075,30047.8,19475.1,14397.1
50.65,26.94,0.261,34209.6,21757.2,12337.8
59.83,25.72,4.904,48899.3,32947.4,34951.2
63.33,28.4,4.908,35166,22522.8,26805.7
71.2,15.84,0.081,24613.8,14990.7,14796.4
61.45,17.3,0.083,28331.6,23226.8,9726.77
54.65,22.37,0.269,47258.8,28257.4,21622.1
82.9,16.69,0.075,32135.7,17494.1,18664.7
85.5,23.99,4.917,23869.2,15501.3,18075.3
53.69,19.33,0.082,23014.8,18278.6,12522.8
85.9,24.06,4.914,40900.5,26905.1,34819.1
42.2,21.13,0.079,24336.8,14816.1,14236.8
13.34,39.41,0.071,38342.6,27220.3,30143.6
61.46,21.54,4.908,30994.3,22598.7,25082.5
69.31,15.32,0.073,24853,14983.3,14948
91.4,14.2,0.07,29959.4,17761.7,15604.4
82.8,17.88,0.072,25710.8,22775.2,13220.2
72.8,15.95,0.073,38862.4,33105.9,15448.7
78.2,15.05,4.91,23922.4,11820.7,14916.8
71.4,13.93,0.073,30606.1,19148.9,18501.5
67,17.14,0.081,24629.4,14317.7,12683.8
63.04,19.06,4.92,33224.2,19737.8,16275.5
49.45,22.02,4.915,43200,25891.5,24543.9
86.4,18.9,4.921,32448.8,21887.6,10230.3
89.2,16.97,4.952,28276.9,19254.8,8549.54
70.2,28,4.917,37022.2,22716.5,31077.5
81.7,20.84,0.08,30772.5,25341.9,12342.9
54.89,18.31,0.083,32997.5,20437.9,16482.9
57.18,14.6,0.081,22789.8,11989.1,14455
88.2,14.36,4.91,22188.3,12515.9,13836.8
89.4,23.12,4.913,30114,19724.1,23570.2
79.4,14.38,0.084,39033.2,20202.4,22372.3
72.5,26.61,4.922,29648.4,30451.9,26462.3
56.94,12.96,0.081,24406.8,14819.5,14947.1
85,16.25,0.072,34287.2,20379.2,18728.7
85.3,23.04,0.076,38776,22343.2,12430.4
55.49,20.68,4.917,34408.8,21103.3,12424.6
91.7,9.09,0.08,22783.3,18609.4,9173.59
70.5,10.95,0.077,43673.9,27381.2,25636.6
84,16.27,0.066,41727.4,22534.8,26955.6
73.9,20.88,4.914,26079.3,15290.6,13573.4
56.02,27.3,4.909,31504.6,21106.3,26221.3
58.19,16.16,0.079,28696.3,22672.3,15769.1
61.5,11.24,0.087,39511.9,24671.1,23919
58.37,23.74,0.081,45546,25622.9,27659.8
80.6,8.29,0.081,22572.2,13386,14284.3
73.1,11.49,0.077,39141.3,24900.9,25607.7
68.86,14.42,0.084,43509.9,26604.3,25596.1
42.47,18.11,0.089,35380.3,22103.3,16557.1
48.45,14.24,0.081,36765.6,22862,18529.2
58.43,24.24,4.92,35509.4,24968,11314.1
85.9,23.87,4.918,29425.1,19549.4,23148.5
64.84,12.45,0.086,42829.4,26509.4,25613.5
77.4,17.64,0.074,33468.8,20958.5,18123.6
78.5,11.48,0.081,23796.6,14498.5,13349.3
71.7,13.95,0.076,28519.3,18857.1,17870.5
63.15,11.96,0.085,21347.5,17081.3,8816.33
77.2,15.09,0.072,39682,24926.4,24156.1
91.3,18.38,0.093,44378.5,28415.4,19299.2
45.08,27.3,4.909,34591.9,23916.5,23540.1
78.8,20.13,4.918,31598.1,20599.2,14146.1
60.45,15.52,0.084,33016.3,20502.1,15346.5
76.3,21.33,4.914,40944.4,23366.3,19027.4
79.4,14.11,0.082,32042.6,26595.9,13535.7
54.89,21.77,0.089,31683.1,16500.6,18635.6
76.6,23.94,4.916,36994,22872.3,13685.1
74.5,20.17,0.068,31953.8,22012.4,15939.1
86.4,9.37,0.084,24425.9,19489.4,10602.6
90.3,15.28,0.072,35638.8,20632.2,18507.6
62.55,16.84,0.084,28739.2,22792.3,9507.8
73.1,16.07,0.076,36398.5,30215.4,14780.3
40.68,33.11,4.906,41106.3,28993.9,27620.3
75.3,19.99,4.919,38903.6,24115.2,22241.3
84.2,18.33,0.172,30596.1,18993.4,13486.7
41.41,28.97,4.907,42327.4,28564.3,27343.4
65.56,21.93,4.912,29490.4,19478.8,20746.8
62.12,24.04,4.902,49468.2,32236.5,35204
79.8,21.54,4.922,43626.9,24979.2,19121.6
71.4,12.13,0.084,44943.8,27330.1,26469.4
85,19.81,4.914,27570.3,18733.5,9966.74
70.9,28.45,4.917,35772,22025.3,28914.5
66.48,19.61,0.072,38824.6,32455.8,20327.7
55.69,13.89,0.086,33818.7,14961.7,16828.9
78.1,13.08,0.084,38424.3,31032.8,16180.6
77.7,19.27,0.284,35980.9,22015.4,14144.1
84,25.01,4.918,27887.8,21953.2,27516.7
69.15,15.31,0.073,24714.5,14660.1,15023.8
79.1,19.59,0.082,31462.8,18497.8,18067
68.72,23.06,0.067,39824.1,30109.8,26637.8
79.2,3.582,0.087,25470.4,15446.8,14989.9
73.2,16.48,0.071,32986.3,20564.1,15429.4
48.45,16.87,4.918,31917,17675.4,16788.4
81.7,15.86,0.07,27814.2,14729.9,17349.8
52.69,22.11,0.09,33570.6,21656,10988.9
83.2,16.41,0.076,26202.1,14301,17629.1
63.4,16.43,0.077,19514.8,11439,10319
84.3,24.3,4.909,31190.9,22698.6,23028
88.8,8.03,0.085,21241.5,13823.7,13948.9
56.19,22.97,4.906,29992.8,20229.1,21997.7
58.04,13.26,0.082,22466.4,13568.4,13777.7
79.4,11.62,0.087,19827.7,15326,10912.8
60.8,18.34,4.919,43046.8,25690.2,25049
69.56,17.41,0.079,21627.4,16193.9,9415.61
53.96,20.2,4.905,25993.5,17106.7,17707.3
87.7,25.16,4.911,35595.6,25492.7,23948.8
81.3,13.73,0.077,23337.6,13820.8,15127.3
89.5,14.24,0.067,23356.2,11848.5,15674.2
16.01,31.85,4.903,38044.1,26279.6,27632.4
26.51,32.69,4.921,36592.6,23504.8,13243.9
67.22,17.38,4.923,28449.2,23255,12508.9
62.65,19.86,4.926,26178.9,16772.1,14968.8
76.2,17.96,4.919,35995.3,23119.5,17338.3
44.21,15.52,0.091,31823.6,25936.8,10037.9
72.8,15.91,0.081,44780.9,22196.3,25670.3
87.2,20.36,0.072,27108.9,17652,12695.6
49.35,15.45,4.92,32566.2,24664.5,12057.8
64.83,11.95,4.919,21655.4,17724.8,10588.9
77.4,17.06,0.079,42955.1,22512.8,28189.1
56.76,16.43,0.082,32967.5,21592.7,16730.1
75.7,20.84,0.071,25833.7,16905.2,16028.1
82.6,23.09,4.919,46882.8,27980.5,20257.1
60.23,20.88,0.076,37695,22127.6,22870.9
59.23,14.07,0.082,45180.8,29416.4,27527.7
66.29,22.56,4.913,36011.2,25614.4,28469
88.4,14.5,0.071,23176.4,13608.1,11607.3
54.79,16.32,0.088,30692,26953.1,8966.15
77.9,17.55,0.076,33543.2,20093.3,18525.1
78.1,12.13,0.077,22673.8,18329.5,10233.9
66.66,13.28,0.084,22924.1,13707,14385.5
71.4,26.44,4.921,36855,23325.9,22745.1
30.85,15.2,0.088,32646.1,20465.7,18448.2
81.3,12.23,0.084,22745.9,13295.1,15503.2
65.94,11.76,0.09,24510.5,15038.3,10848.5
85.7,10.51,0.071,23259.7,12744.1,13997.7
87.6,10.64,0.08,24179.7,13990.2,14527.7
56.71,25.75,0.071,36174.8,20204.2,17634.5
86.2,25.85,4.922,37845.9,23443.7,17912
51.79,10.83,0.086,30862.4,18995.7,14414.5
46.06,19.56,0.088,39766.2,33433.9,17609.6
45.39,29.15,4.904,42820.5,30911.4,29535.1
41.18,25.62,4.907,30286.2,19978.5,20967.4
68.96,15.29,0.083,43420.6,26282.9,25263.9
73.7,11.61,4.92,22807.1,12358.5,14429
24.17,34.37,4.903,38926.3,27864.8,26031.3
84.9,15.64,0.076,33772.6,21130.8,18356.4
71,17.32,4.917,33344.8,19914.9,16175.4
46.56,21.02,4.92,34952.2,20206.1,18098.7
71,22.68,0.067,34578.9,19568.5,13212.4
70.8,26.92,4.903,29707.8,22082.8,20945.5
88.5,23.27,4.92,28358.9,16760.7,16130.4
71,14.01,0.081,32237.3,26861,9721.01
57.03,21.53,4.92,34352,19396.7,13726
77.9,17.95,0.08,43327.1,23568.6,28544
72.1,13.8,0.073,22869.2,13433.4,15004.9
49.42,25.36,4.904,50555,34692.3,40590.8
79.2,21.09,4.911,26620.9,15410.4,12837.9
66.74,24.19,4.923,33263,17240.3,19719.9
79.9,21.49,4.919,43397.1,23845.3,29225.4
78,16.14,0.076,21809.9,16746.2,9496.28
68.98,9.12,0.081,23138,13273.2,14318.7
89.6,18.99,0.336,24766.7,15994.2,10555.1
87.5,24.55,4.915,38050.5,23732.6,22895.5
85.2,25.35,4.916,32958.9,22211.4,29324.2
87.2,12.49,4.926,20990.8,15274,11196.1
86.5,23.88,4.916,28583.1,19021.5,22371.2
67.27,21.7,0.083,40975.4,33628.6,19573.5
51.55,11.89,0.08,28241,18459.6,12977.3
36.15,31.3,4.92,45977.9,28902.5,35518
70.5,21.11,0.08,41422.8,24815.4,17799.4
19.04,35.61,4.908,37475.2,26971.5,26849.9
87.6,9.78,0.084,22427.2,13269.5,13825.2
84.1,18.5,0.07,24880,19108.3,9374.46
78.2,18.91,4.908,28569.9,18235.7,16311
72.9,28.79,4.903,43842.5,30955.4,30088
34.21,28.39,4.918,35980.9,21689.8,13691
45.21,18.41,0.084,43401.5,25540.9,26304
71.1,11.35,0.086,28751.2,18838.9,12967.2
48.25,19.03,4.92,43587.1,26299.7,24923.1
65.52,19.49,0.077,38997.6,21820.8,24788.7
53.14,12.62,0.079,43437,26637.1,25168.2
59.72,21.36,0.271,30291,18217,15097.2
64.13,16.8,4.915,26203.6,15886.3,11689.2
51.3,16.3,0.089,32316.3,25973.6,10205
89.8,6.742,0.073,22856.9,13980.5,14310.3
76.8,21.92,4.924,42059.5,26333.9,19862.9
59.68,13.42,0.077,39130,33293.6,16272.7
30.74,28.13,4.903,30577.2,22234.8,24791.5
70.8,13.24,4.913,36526.2,30384.8,15610.1
53.87,21.02,0.076,31174.7,16372.3,19077.8
37.32,32.67,4.921,37921.6,25481,31161.8
78.3,21.74,0.077,45024.6,24990.4,27139.9
89,19.05,0.268,26071.2,15957.3,11846.8
75.7,27.92,4.915,33864.7,21129.1,27034.6
49.75,27,4.932,44894.9,26678.2,20062.9
87.9,18.58,4.916,32558.2,20340.6,19711.1
58.3,18.01,4.921,33542.8,19017.1,14411.6
72.7,16.26,0.073,34400.7,22404.9,16107.1
76.8,21.78,0.067,28177,18048.6,14367.5
53.52,26.78,4.917,34617.4,23965.8,25450
75.4,19.74,4.916,20303.5,13439.2,13658.9
66.5,20.96,0.076,36174.8,23291.5,18638.8
63.04,21.01,0.07,28824.6,20938,17812
32.22,27.88,4.918,41527.9,23209.1,23116.8
66.22,26.73,4.919,34923.2,21435.3,13532.2
55.26,17.12,4.925,33969.2,27747.5,14712.3
82.8,24.36,4.924,41965.7,26692.4,32589.8
45.68,26.05,4.909,32435.9,22705.1,24781.3
88.9,18.64,0.106,46880.4,29771,19585.2
86.3,13.15,0.084,36850.6,22862,22854.9
85.8,10.52,0.078,21463.1,17029.8,9346.46
77.2,25.27,4.919,38042.8,24865.8,29300.1
86.8,16.6,0.066,24974.5,14180,15511.3
62.04,22.91,0.083,44045.6,24268.2,26561
40.31,27.79,4.925,37477.8,23194.6,12809.7
47.66,25.08,4.909,36624.9,25641,24502.6
23.68,31.34,4.913,48121.2,30558.2,39434.3
94.5,10.07,0.084,27461.6,21046.9,9651.86
81.4,27.25,4.903,50778.8,35152.3,39501.4
75.9,21.63,4.922,34616.7,22283.4,14128.6
70.6,13.83,4.915,24676.9,19126.9,10750.8
90.5,16.46,4.921,21088.5,13025.4,10802.9
46.94,9.75,0.09,30099.7,16814.6,16938.5
54.62,15.09,0.084,31178.7,26003.1,9703.72
31.28,34.84,0.072,34770.5,23943,24467.9
70.8,22.72,0.067,36047.3,23336.5,13159.9
67.96,14.65,0.081,34854.1,20451.2,21675.5
76,9.81,0.092,22456.7,13871.1,14238.1
85.7,20.5,0.066,44757.6,25353.4,25420.8
55.99,15.55,0.074,28617.7,19878.4,18517.6
70.7,19.56,0.078,39415.4,32333.1,18072.3
69.59,21.94,4.926,46984.8,27396.7,20686.6
72.6,19.71,0.211,26701.4,15736.9,12529.6
63.51,24.35,4.915,40613.4,25294.9,32553.6
65.01,14.56,4.916,31606.8,19834.7,15549.1
49.6,17.73,0.075,35503.7,21197.6,16380
71.2,22.24,4.921,33589.5,21450.6,12640.5
87.1,11.19,0.079,23087.5,18491.6,7070.35
86,15.63,0.071,27814.2,16749.9,14504.7
74.8,22.12,0.068,44973.8,27123.5,28717.3
20.61,36.57,4.931,38412.8,26855.7,30655.7
83.9,13.13,0.071,21299.7,13225.6,12971.6
45.68,22.67,0.084,33245.6,20056.6,17704.7
73,13.04,0.083,38819.8,33823.9,15788.7
82.6,24.4,0.055,42176.2,27300,32782.6
73.1,13,4.916,43352.5,26199.4,25587.1
78,13.2,0.084,38187.3,23343.5,24011.6
45.16,12.99,0.077,29371.9,24110.5,9467.47
59.05,15.55,0.086,35893.5,29854.6,14359.7
87.5,20.61,0.068,29664.6,19437,18437.9
53.49,13.39,4.922,34218.3,21268.1,16764.8
69.72,28.49,4.907,48618.7,31982.3,46748.8
49.22,23.13,4.908,25151.4,16500,18671.8
83.1,18.96,0.067,45135.7,26210.5,25733.4
66.62,23.13,0.286,43123.5,25615.4,23251.8
74.5,17.29,0.069,36793.8,29376.4,16684.3
85.3,16.56,4.916,25167.7,15484.8,14843.1
59.68,13.49,0.086,26292.2,13553.8,17384.2
55.3,20.75,4.927,40452.3,32803.3,17886.9
58.06,14.78,0.079,36538.4,31371.6,15316.2
65.14,16.22,0.084,21250.2,15420.7,9236.97
80.6,13.58,0.073,41190.1,28573.2,25234.8
87.6,7,0.087,23228.4,14677.2,14249.6
56.19,20.19,4.927,22555.8,11256.5,11902.4
51.25,12.07,4.913,29140.3,19550.2,13486.3
43.12,13.9,0.082,35601.5,29666.8,13414.6
85.7,14.79,0.08,21365.9,11694.5,14818.9
54.01,10.9,0.076,22205.3,18841.4,7185.59
67.98,20.71,0.07,33602.1,26940.2,11228.2
22.31,36.27,0.08,39076.1,27079.7,30083.3
87.4,9.87,4.926,18701.5,12138.8,7720.48
84.4,19.79,4.916,27137,18370.5,9843.19
91.3,15.78,0.066,22389,15639.1,16320
82.4,15.47,0.073,42037.5,21988.6,27520
59.35,18.77,0.08,37001.3,22483.2,21840.7
72.8,22.84,0.069,36658,21296.9,22083
66.56,25.94,0.258,36656.3,23594.6,16285.7
67.12,21.9,0.293,35133.5,21038.7,17127
61.78,17.89,4.923,39956.9,33787.2,17014
84.2,20.05,4.916,35229,20657,16120.9
83.9,10.92,0.071,25147.9,14743.9,14649.7
56.4,19.27,4.916,43457.4,25569.5,25072.3
87.1,20.09,0.066,40065.7,23257.8,25137.2
60.14,19.44,0.076,35824.8,21589,19444.4
21.65,34.31,0.078,32130.1,18326.9,17110.9
68.05,20.04,0.073,36252.3,28703.3,20125.3
37.21,26.01,0.084,32476.6,19061,17523.9
52.42,25.54,0.295,39472.6,24504,15238.4
87,16.01,0.065,39390,28954,28881.5
45.83,17.88,0.076,31251.1,21534.1,15259.4
85.7,8.48,0.082,26466.8,17595.1,12861.7
79.9,15.94,0.067,34535.2,19374.7,19677.1
86,24.09,4.918,32321.1,21508.9,26215.2
71.9,24.55,0.261,45411,27696,23463.6
61.38,15.56,4.918,32341.8,18629.3,16676.1
90.1,10.38,0.071,23546.4,13141.6,14350.8
72.4,22.81,0.059,22599.9,14775.9,14598.8
69.71,8.96,0.082,21536.1,17353.8,9571.19
35.11,29.09,0.317,35668.7,23074.4,14361.8
83,19,0.067,21378.5,16843.4,9877.59
57.02,22.12,4.907,22593.5,14384.8,17768
86.2,23.97,4.919,23984.1,15379.7,15984.6
85.6,5.375,4.916,28051.7,21949.1,8286.19
88.2,21.42,4.91,25888.1,16652.8,9866.72
52.05,17.21,4.917,32008.1,19779.9,16435.7
82.2,19.78,0.083,47006.4,29278,19812.8
90.5,25.8,4.909,30711.5,21098.2,20674.6
83.5,15.53,0.071,29420,20441.5,17553.5
84.5,18.32,4.915,24676.7,14593.2,14289.2
77.6,16.03,0.072,37968.6,23248.6,22270.8
83.7,13.77,0.081,26152.5,14172.7,18106.2
54.78,11.99,0.088,25489.2,22143,11583.6
75.9,22.38,4.908,24887.5,15871.2,15456.3
59.25,15.83,4.921,32629.8,18391.5,16554.2
70.3,13.19,4.912,27964.1,17208.5,17175.8
56.19,6.61,0.091,18128.1,10617.6,10599.6
