date,WeekStatus,Day_of_week,Load_Type,Usage_kWh,Leading_Current_Power_Factor,Lagging_Current_Power_Factor,Leading_Current_Reactive_Power_kVarh,Lagging_Current_Reactive.Power_kVarh
03/07/2018 21:00,Weekday,Tuesday,Medium_Load,77.04,99.99,98.42,1.12,13.86
17/03/2018 17:00,Weekend,Saturday,Maximum_Load,50.65,99.48,99.52,5.18,5.00
02/08/2018 19:45,Weekday,Thursday,Light_Load,2.95,17.77,100.00,16.34,0.00
08/04/2018 00:15,Weekend,Sunday,Light_Load,3.28,100.00,60.12,0.00,4.36
11/11/2018 07:30,Weekend,Sunday,Light_Load,2.81,100.00,52.97,0.00,4.50
24/01/2018 14:30,Weekday,Wednesday,Medium_Load,79.27,100.00,91.84,0.00,34.16
16/01/2018 04:15,Weekday,Tuesday,Light_Load,4.68,100.00,62.60,0.00,5.83
15/01/2018 00:45,Weekday,Monday,Light_Load,4.68,100.00,72.93,0.00,4.39
22/07/2018 14:45,Weekend,Sunday,Light_Load,3.46,19.36,100.00,17.53,0.00
02/10/2018 22:15,Weekday,Tuesday,Medium_Load,3.46,99.98,42.78,0.07,7.31
17/12/2018 20:15,Weekday,Monday,Medium_Load,5.54,24.89,100.00,21.56,0.00
24/01/2018 15:30,Weekday,Wednesday,Medium_Load,79.52,100.00,92.74,0.00,32.08
07/09/2018 22:45,Weekday,Friday,Medium_Load,3.78,100.00,49.14,0.00,6.70
03/01/2018 20:45,Weekday,Wednesday,Medium_Load,32.72,97.80,99.81,6.98,2.02
13/01/2018 03:00,Weekend,Saturday,Light_Load,4.75,100.00,75.94,0.00,4.07
13/10/2018 05:00,Weekend,Saturday,Light_Load,2.81,100.00,54.88,0.00,4.28
22/09/2018 20:00,Weekend,Saturday,Light_Load,3.38,24.05,100.00,13.64,0.00
30/03/2018 05:45,Weekday,Friday,Light_Load,3.20,100.00,61.81,0.00,4.07
03/08/2018 03:45,Weekday,Friday,Light_Load,2.88,100.00,44.29,0.00,5.83
21/07/2018 01:30,Weekend,Saturday,Light_Load,3.02,55.13,100.00,4.57,0.00
24/06/2018 07:00,Weekend,Sunday,Light_Load,2.52,100.00,57.35,0.00,3.60
05/06/2018 16:15,Weekday,Tuesday,Maximum_Load,110.77,100.00,90.50,0.00,52.06
20/09/2018 19:45,Weekday,Thursday,Medium_Load,45.04,100.00,87.77,0.00,24.59
09/04/2018 01:30,Weekday,Monday,Light_Load,3.10,100.00,61.64,0.00,3.96
05/08/2018 21:45,Weekend,Sunday,Light_Load,3.17,19.20,100.00,16.20,0.00
07/10/2018 11:15,Weekend,Sunday,Light_Load,2.63,21.43,100.00,11.99,0.00
01/10/2018 19:00,Weekday,Monday,Medium_Load,39.13,100.00,91.51,0.00,17.24
26/07/2018 04:15,Weekday,Thursday,Light_Load,3.17,100.00,61.83,0.00,4.03
04/09/2018 05:45,Weekday,Tuesday,Light_Load,2.59,100.00,47.03,0.00,4.86
10/02/2018 15:00,Weekend,Saturday,Light_Load,5.76,20.70,100.00,27.22,0.00
30/06/2018 22:00,Weekend,Saturday,Medium_Load,3.53,18.57,100.00,18.68,0.00
12/06/2018 22:45,Weekday,Tuesday,Medium_Load,3.60,100.00,61.88,0.00,4.57
16/11/2018 16:45,Weekday,Friday,Medium_Load,56.34,100.00,86.69,0.00,32.40
31/12/2018 04:00,Weekday,Monday,Light_Load,3.06,99.97,81.19,0.07,2.20
21/10/2018 19:45,Weekend,Sunday,Light_Load,3.02,25.44,100.00,11.48,0.00
22/05/2018 15:00,Weekday,Tuesday,Maximum_Load,52.20,99.92,99.61,2.09,4.64
20/02/2018 01:30,Weekday,Tuesday,Light_Load,10.62,100.00,80.56,0.00,7.81
31/05/2018 03:15,Weekday,Thursday,Light_Load,2.92,100.00,47.84,0.00,5.36
18/11/2018 21:00,Weekend,Sunday,Medium_Load,3.82,22.20,100.00,16.78,0.00
28/12/2018 22:45,Weekday,Friday,Maximum_Load,4.93,100.00,78.27,0.00,3.92
18/09/2018 07:00,Weekday,Tuesday,Light_Load,2.84,100.00,47.79,0.00,5.22
07/03/2018 19:15,Weekday,Wednesday,Medium_Load,6.01,21.76,100.00,26.96,0.00
10/04/2018 14:30,Weekday,Tuesday,Maximum_Load,59.22,100.00,93.98,0.00,21.53
19/08/2018 13:30,Weekend,Sunday,Light_Load,3.89,28.89,100.00,12.89,0.00
05/04/2018 07:00,Weekday,Thursday,Light_Load,3.02,100.00,61.72,0.00,3.85
03/11/2018 20:00,Weekend,Saturday,Maximum_Load,3.74,19.85,100.00,18.47,0.00
28/03/2018 17:15,Weekday,Wednesday,Medium_Load,54.54,100.00,90.87,0.00,25.06
24/12/2018 18:45,Weekday,Monday,Maximum_Load,5.33,24.03,100.00,21.53,0.00
08/11/2018 14:30,Weekday,Thursday,Medium_Load,54.61,100.00,89.41,0.00,27.36
30/05/2018 00:00,Weekday,Wednesday,Light_Load,3.53,100.00,58.77,0.00,4.86
18/11/2018 04:15,Weekend,Sunday,Light_Load,3.24,100.00,50.69,0.00,5.51
28/07/2018 00:30,Weekend,Saturday,Light_Load,2.92,100.00,50.13,0.00,5.04
12/05/2018 08:30,Weekend,Saturday,Light_Load,6.01,100.00,62.03,0.00,7.60
25/10/2018 23:15,Weekday,Thursday,Light_Load,3.46,100.00,52.22,0.00,5.65
25/06/2018 07:15,Weekday,Monday,Light_Load,2.81,100.00,56.53,0.00,4.10
28/08/2018 13:30,Weekday,Tuesday,Maximum_Load,53.32,100.00,88.43,0.00,28.15
15/01/2018 13:15,Weekday,Monday,Medium_Load,75.74,99.62,92.33,6.66,31.50
22/05/2018 22:45,Weekday,Tuesday,Medium_Load,3.06,100.00,50.57,0.00,5.22
05/11/2018 11:45,Weekday,Monday,Maximum_Load,73.80,100.00,85.81,0.00,44.17
22/01/2018 16:30,Weekday,Monday,Medium_Load,64.94,100.00,94.79,0.00,21.82
15/03/2018 21:00,Weekday,Thursday,Medium_Load,34.09,98.71,99.47,5.54,3.53
09/02/2018 02:30,Weekday,Friday,Light_Load,5.90,100.00,72.90,0.00,5.54
18/10/2018 05:00,Weekday,Thursday,Light_Load,3.42,100.00,50.60,0.00,5.83
13/09/2018 18:15,Weekday,Thursday,Medium_Load,41.22,100.00,83.92,0.00,26.71
27/02/2018 00:00,Weekday,Tuesday,Light_Load,5.94,100.00,73.56,0.00,5.47
28/01/2018 08:45,Weekend,Sunday,Light_Load,12.06,99.98,81.99,0.22,8.42
12/08/2018 12:45,Weekend,Sunday,Light_Load,3.06,20.69,100.00,14.47,0.00
18/07/2018 10:15,Weekday,Wednesday,Maximum_Load,44.75,100.00,85.50,0.00,27.14
29/12/2018 01:15,Weekend,Saturday,Light_Load,3.82,99.99,76.26,0.04,3.24
12/07/2018 20:15,Weekday,Thursday,Medium_Load,48.89,100.00,96.17,0.00,13.93
19/11/2018 12:45,Weekday,Monday,Medium_Load,6.05,27.74,100.00,20.95,0.00
20/01/2018 07:00,Weekend,Saturday,Light_Load,91.66,100.00,90.22,0.00,43.81
12/02/2018 02:15,Weekday,Monday,Light_Load,3.67,100.00,73.56,0.00,3.38
10/05/2018 22:00,Weekday,Thursday,Medium_Load,4.10,19.07,100.00,21.10,0.00
14/06/2018 03:15,Weekday,Thursday,Light_Load,3.42,100.00,59.92,0.00,4.57
12/04/2018 19:00,Weekday,Thursday,Medium_Load,37.58,99.99,99.88,0.43,1.84
24/01/2018 23:00,Weekday,Wednesday,Maximum_Load,36.94,100.00,81.79,0.00,25.99
31/12/2018 20:45,Weekday,Monday,Light_Load,3.42,24.75,100.00,13.39,0.00
11/11/2018 10:00,Weekend,Sunday,Light_Load,3.20,22.16,100.00,14.08,0.00
19/02/2018 17:45,Weekday,Monday,Maximum_Load,44.78,99.92,99.88,1.76,2.20
14/08/2018 20:30,Weekday,Tuesday,Medium_Load,81.61,100.00,94.49,0.00,28.26
05/05/2018 15:00,Weekend,Saturday,Light_Load,3.20,18.25,100.00,17.24,0.00
14/03/2018 10:00,Weekday,Wednesday,Medium_Load,73.08,100.00,91.03,0.00,33.23
12/09/2018 08:45,Weekday,Wednesday,Light_Load,87.91,100.00,81.06,0.00,63.50
10/09/2018 11:15,Weekday,Monday,Maximum_Load,51.08,100.00,91.92,0.00,21.89
04/11/2018 10:15,Weekend,Sunday,Maximum_Load,60.05,100.00,97.31,0.00,14.22
01/11/2018 13:45,Weekday,Thursday,Medium_Load,120.17,100.00,88.03,0.00,64.76
18/01/2018 13:15,Weekday,Thursday,Medium_Load,100.12,100.00,93.37,0.00,38.38
24/11/2018 20:30,Weekend,Saturday,Light_Load,3.06,21.40,100.00,13.97,0.00
02/02/2018 09:15,Weekday,Friday,Medium_Load,56.66,100.00,97.73,0.00,12.28
28/09/2018 15:15,Weekday,Friday,Maximum_Load,38.52,100.00,91.14,0.00,17.39
25/09/2018 08:00,Weekday,Tuesday,Light_Load,2.63,100.00,39.27,0.00,6.16
13/05/2018 15:15,Weekend,Sunday,Light_Load,3.13,18.15,100.00,16.96,0.00
13/12/2018 22:45,Weekday,Thursday,Maximum_Load,5.36,100.00,86.07,0.00,3.17
01/09/2018 02:45,Weekend,Saturday,Light_Load,3.02,100.00,48.33,0.00,5.47
24/04/2018 21:30,Weekday,Tuesday,Medium_Load,5.26,19.45,100.00,26.53,0.00
18/09/2018 16:30,Weekday,Tuesday,Maximum_Load,55.40,100.00,87.02,0.00,31.36
13/01/2018 19:00,Weekend,Saturday,Maximum_Load,4.97,18.22,100.00,26.82,0.00
16/07/2018 12:45,Weekday,Monday,Medium_Load,5.36,46.70,100.00,10.15,0.00
12/07/2018 15:30,Weekday,Thursday,Maximum_Load,54.54,100.00,94.14,0.00,19.55
26/01/2018 23:15,Weekday,Friday,Light_Load,65.66,100.00,87.34,0.00,36.61
09/01/2018 01:15,Weekday,Tuesday,Light_Load,4.68,100.00,73.48,0.00,4.32
27/08/2018 00:45,Weekday,Monday,Light_Load,3.02,100.00,50.37,0.00,5.18
27/12/2018 20:30,Weekday,Thursday,Medium_Load,40.93,99.99,99.64,0.54,3.46
14/11/2018 21:45,Weekday,Wednesday,Medium_Load,4.97,25.26,100.00,19.04,0.00
05/10/2018 08:45,Weekday,Friday,Light_Load,50.87,100.00,78.32,0.00,40.39
21/09/2018 10:15,Weekday,Friday,Maximum_Load,54.90,100.00,88.41,0.00,29.02
28/05/2018 04:30,Weekday,Monday,Light_Load,2.92,100.00,48.82,0.00,5.22
12/04/2018 11:00,Weekday,Thursday,Maximum_Load,40.46,100.00,97.65,0.00,8.93
03/06/2018 11:00,Weekend,Sunday,Light_Load,2.95,17.11,100.00,16.99,0.00
05/10/2018 16:45,Weekday,Friday,Maximum_Load,46.04,100.00,91.73,0.00,19.98
20/11/2018 16:45,Weekday,Tuesday,Medium_Load,45.47,100.00,98.07,0.00,9.07
06/11/2018 10:15,Weekday,Tuesday,Maximum_Load,63.32,100.00,89.19,0.00,32.11
08/12/2018 15:15,Weekend,Saturday,Medium_Load,43.67,100.00,97.94,0.00,9.00
25/11/2018 21:30,Weekend,Sunday,Light_Load,2.95,19.88,100.00,14.54,0.00
19/04/2018 00:45,Weekday,Thursday,Light_Load,3.02,100.00,63.54,0.00,3.67
07/07/2018 15:45,Weekend,Saturday,Maximum_Load,98.71,100.00,95.39,0.00,31.07
19/01/2018 11:00,Weekday,Friday,Maximum_Load,118.69,100.00,93.29,0.00,45.83
31/10/2018 06:45,Weekday,Wednesday,Light_Load,2.84,100.00,60.07,0.00,3.78
13/01/2018 07:00,Weekend,Saturday,Light_Load,4.72,100.00,74.31,0.00,4.25
09/11/2018 16:45,Weekday,Friday,Medium_Load,59.72,100.00,85.87,0.00,35.64
17/02/2018 11:15,Weekend,Saturday,Light_Load,4.07,46.03,100.00,7.85,0.00
23/07/2018 06:45,Weekday,Monday,Light_Load,2.77,100.00,51.26,0.00,4.64
26/07/2018 07:15,Weekday,Thursday,Light_Load,3.24,100.00,63.32,0.00,3.96
26/06/2018 10:30,Weekday,Tuesday,Maximum_Load,42.12,100.00,96.16,0.00,12.02
17/06/2018 20:30,Weekend,Sunday,Light_Load,2.95,16.83,100.00,17.28,0.00
03/10/2018 01:15,Weekday,Wednesday,Light_Load,3.42,100.00,41.54,0.00,7.49
20/02/2018 06:30,Weekday,Tuesday,Light_Load,4.72,100.00,64.58,0.00,5.58
20/12/2018 06:00,Weekday,Thursday,Light_Load,3.92,99.98,83.43,0.07,2.59
10/02/2018 03:15,Weekend,Saturday,Light_Load,6.48,100.00,76.82,0.00,5.40
02/05/2018 06:45,Weekday,Wednesday,Light_Load,2.95,100.00,53.65,0.00,4.64
24/04/2018 08:45,Weekday,Tuesday,Light_Load,55.15,100.00,73.22,0.00,51.30
07/05/2018 15:30,Weekday,Monday,Maximum_Load,119.34,100.00,92.12,0.00,50.40
08/05/2018 09:15,Weekday,Tuesday,Medium_Load,110.56,100.00,88.47,0.00,58.25
11/05/2018 18:45,Weekday,Friday,Medium_Load,34.27,100.00,97.78,0.29,7.34
14/10/2018 00:00,Weekend,Sunday,Light_Load,2.77,100.00,48.68,0.00,4.97
08/04/2018 10:30,Weekend,Sunday,Maximum_Load,67.72,99.97,98.55,1.55,11.66
30/07/2018 12:45,Weekday,Monday,Medium_Load,6.01,23.48,100.00,24.88,0.00
27/01/2018 11:15,Weekend,Saturday,Maximum_Load,31.90,99.97,97.85,0.83,6.73
20/03/2018 07:15,Weekday,Tuesday,Light_Load,3.06,100.00,65.18,0.00,3.56
31/01/2018 22:30,Weekday,Wednesday,Maximum_Load,80.50,100.00,87.31,0.00,44.96
01/08/2018 19:45,Weekday,Wednesday,Light_Load,2.74,15.72,100.00,17.21,0.00
01/03/2018 10:30,Weekday,Thursday,Maximum_Load,77.40,100.00,96.41,0.00,21.31
07/03/2018 22:15,Weekday,Wednesday,Medium_Load,5.08,31.38,95.65,15.37,1.55
10/03/2018 13:15,Weekend,Saturday,Maximum_Load,10.62,44.12,100.00,21.60,0.00
06/06/2018 20:15,Weekday,Wednesday,Medium_Load,3.78,18.15,100.00,20.48,0.00
06/04/2018 03:15,Weekday,Friday,Light_Load,3.28,100.00,51.63,0.00,5.44
25/12/2018 07:30,Weekday,Tuesday,Light_Load,3.85,99.99,75.15,0.04,3.38
01/11/2018 00:15,Weekday,Thursday,Light_Load,3.89,100.00,57.67,0.00,5.51
30/11/2018 04:15,Weekday,Friday,Light_Load,3.42,100.00,68.17,0.00,3.67
14/06/2018 19:15,Weekday,Thursday,Medium_Load,62.89,100.00,86.06,0.00,37.22
22/03/2018 22:15,Weekday,Thursday,Medium_Load,6.91,44.44,94.72,13.93,2.34
10/12/2018 15:30,Weekday,Monday,Medium_Load,66.71,100.00,89.63,0.00,33.01
14/05/2018 04:00,Weekday,Monday,Light_Load,2.99,100.00,54.17,0.00,4.64
16/07/2018 14:45,Weekday,Monday,Maximum_Load,57.60,100.00,89.64,0.00,28.48
06/10/2018 21:45,Weekend,Saturday,Medium_Load,3.56,19.63,100.00,17.78,0.00
05/03/2018 16:15,Weekday,Monday,Maximum_Load,74.27,100.00,91.56,0.00,32.62
10/09/2018 19:45,Weekday,Monday,Medium_Load,3.53,19.43,100.00,17.82,0.00
25/02/2018 20:15,Weekend,Sunday,Light_Load,4.21,21.82,100.00,18.83,0.00
21/07/2018 04:15,Weekend,Saturday,Light_Load,3.24,100.00,51.73,0.00,5.36
09/03/2018 16:15,Weekday,Friday,Maximum_Load,54.40,100.00,96.43,0.00,14.94
11/08/2018 00:45,Weekend,Saturday,Light_Load,2.74,100.00,45.99,0.00,5.29
14/03/2018 03:45,Weekday,Wednesday,Light_Load,3.28,100.00,55.39,0.00,4.93
11/12/2018 07:30,Weekday,Tuesday,Light_Load,4.07,100.00,73.27,0.00,3.78
10/07/2018 03:30,Weekday,Tuesday,Light_Load,2.95,100.00,51.58,0.00,4.90
30/03/2018 01:30,Weekday,Friday,Light_Load,3.53,100.00,62.32,0.00,4.43
16/12/2018 12:45,Weekend,Sunday,Medium_Load,5.44,25.92,100.00,20.27,0.00
29/05/2018 19:45,Weekday,Tuesday,Medium_Load,37.51,100.00,99.46,0.25,3.92
15/09/2018 13:00,Weekend,Saturday,Medium_Load,3.31,24.00,100.00,13.39,0.00
17/11/2018 13:00,Weekend,Saturday,Medium_Load,4.79,28.42,100.00,16.16,0.00
20/12/2018 16:15,Weekday,Thursday,Medium_Load,60.08,100.00,91.46,0.00,26.57
05/10/2018 01:00,Weekday,Friday,Light_Load,3.42,100.00,48.78,0.00,6.12
24/11/2018 20:15,Weekend,Saturday,Light_Load,3.10,21.66,100.00,13.97,0.00
28/11/2018 14:15,Weekday,Wednesday,Medium_Load,84.46,100.00,85.76,0.00,50.65
07/04/2018 04:30,Weekend,Saturday,Light_Load,3.24,100.00,52.74,0.00,5.22
12/04/2018 06:45,Weekday,Thursday,Light_Load,3.67,100.00,57.22,0.00,5.26
16/11/2018 04:00,Weekday,Friday,Light_Load,3.13,100.00,51.43,0.00,5.22
22/11/2018 04:00,Weekday,Thursday,Light_Load,3.20,100.00,71.82,0.00,3.10
03/01/2018 06:30,Weekday,Wednesday,Light_Load,4.57,100.00,72.35,0.00,4.36
22/09/2018 08:45,Weekend,Saturday,Light_Load,3.31,89.06,72.22,1.69,3.17
11/04/2018 19:15,Weekday,Wednesday,Medium_Load,77.87,100.00,96.29,0.00,21.82
16/02/2018 01:30,Weekday,Friday,Light_Load,3.10,100.00,68.69,0.00,3.28
04/06/2018 12:30,Weekday,Monday,Medium_Load,5.00,21.05,100.00,23.22,0.00
25/03/2018 01:45,Weekend,Sunday,Light_Load,3.06,100.00,65.50,0.00,3.53
26/09/2018 20:00,Weekday,Wednesday,Light_Load,2.74,22.80,100.00,11.70,0.00
04/03/2018 09:00,Weekend,Sunday,Light_Load,3.28,24.34,100.00,13.07,0.00
14/06/2018 03:30,Weekday,Thursday,Light_Load,2.99,100.00,57.54,0.00,4.25
05/08/2018 00:15,Weekend,Sunday,Light_Load,3.10,100.00,55.22,0.00,4.68
21/11/2018 10:30,Weekday,Wednesday,Maximum_Load,69.08,100.00,91.04,0.00,31.39
21/04/2018 20:30,Weekend,Saturday,Medium_Load,3.96,15.14,100.00,25.85,0.00
28/11/2018 07:45,Weekday,Wednesday,Light_Load,24.62,100.00,85.38,0.00,15.01
06/12/2018 11:00,Weekday,Thursday,Maximum_Load,62.78,100.00,90.12,0.00,30.20
16/04/2018 18:45,Weekday,Monday,Medium_Load,40.10,99.99,98.95,0.68,5.87
04/06/2018 10:30,Weekday,Monday,Maximum_Load,90.25,100.00,89.58,0.00,44.78
29/03/2018 22:15,Weekday,Thursday,Medium_Load,3.82,24.99,90.09,14.80,1.84
13/03/2018 15:15,Weekday,Tuesday,Maximum_Load,48.38,100.00,92.35,0.00,20.09
22/10/2018 16:15,Weekday,Monday,Maximum_Load,52.38,100.00,89.58,0.00,25.99
16/03/2018 22:30,Weekday,Friday,Medium_Load,3.74,100.00,63.58,0.00,4.54
03/06/2018 19:45,Weekend,Sunday,Light_Load,2.92,16.53,100.00,17.42,0.00
08/03/2018 13:15,Weekday,Thursday,Maximum_Load,59.36,99.88,94.79,2.88,19.94
12/12/2018 00:00,Weekday,Wednesday,Light_Load,4.21,99.55,82.90,0.40,2.84
20/12/2018 10:30,Weekday,Thursday,Maximum_Load,68.72,100.00,90.49,0.00,32.33
28/04/2018 01:00,Weekend,Saturday,Light_Load,3.17,100.00,75.30,0.00,2.77
18/07/2018 13:15,Weekday,Wednesday,Maximum_Load,44.89,100.00,84.59,0.00,28.30
30/03/2018 14:15,Weekday,Friday,Maximum_Load,60.34,100.00,91.98,0.00,25.74
25/11/2018 20:45,Weekend,Sunday,Light_Load,3.60,16.76,100.00,21.17,0.00
09/04/2018 15:30,Weekday,Monday,Maximum_Load,81.07,100.00,90.09,0.00,39.06
27/03/2018 11:45,Weekday,Tuesday,Maximum_Load,46.37,100.00,79.40,0.00,35.50
14/07/2018 00:00,Weekend,Saturday,Light_Load,2.77,46.87,100.00,5.22,0.00
17/11/2018 06:15,Weekend,Saturday,Light_Load,3.20,100.00,60.51,0.00,4.21
27/04/2018 07:30,Weekday,Friday,Light_Load,3.31,100.00,69.55,0.00,3.42
13/12/2018 19:00,Weekday,Thursday,Maximum_Load,80.46,100.00,93.27,0.00,31.10
24/05/2018 04:30,Weekday,Thursday,Light_Load,2.95,100.00,53.65,0.00,4.64
18/06/2018 17:15,Weekday,Monday,Medium_Load,43.74,100.00,95.48,0.00,13.61
21/12/2018 19:15,Weekday,Friday,Maximum_Load,5.54,25.40,100.00,21.10,0.00
15/07/2018 16:15,Weekend,Sunday,Maximum_Load,97.85,100.00,95.14,0.00,31.68
21/02/2018 01:15,Weekday,Wednesday,Light_Load,37.33,100.00,84.69,0.00,23.44
13/02/2018 23:15,Weekday,Tuesday,Light_Load,36.40,100.00,81.31,0.00,26.06
25/10/2018 22:30,Weekday,Thursday,Medium_Load,3.64,100.00,50.03,0.00,6.30
12/11/2018 06:45,Weekday,Monday,Light_Load,2.59,100.00,65.10,0.00,3.02
30/01/2018 22:45,Weekday,Tuesday,Maximum_Load,90.79,100.00,88.91,0.00,46.73
25/12/2018 03:30,Weekday,Tuesday,Light_Load,3.20,99.98,81.20,0.07,2.30
13/03/2018 13:00,Weekday,Tuesday,Medium_Load,6.62,25.54,100.00,25.06,0.00
01/12/2018 13:45,Weekend,Saturday,Medium_Load,26.86,96.49,100.00,7.31,0.07
03/08/2018 08:00,Weekday,Friday,Light_Load,3.24,100.00,43.01,0.00,6.80
06/01/2018 17:30,Weekend,Saturday,Light_Load,3.38,18.46,100.00,18.00,0.00
07/11/2018 21:15,Weekday,Wednesday,Medium_Load,5.26,29.91,100.00,16.78,0.00
30/12/2018 18:15,Weekend,Sunday,Light_Load,3.89,34.00,100.00,10.76,0.00
30/07/2018 14:15,Weekday,Monday,Maximum_Load,48.64,100.00,86.80,0.00,27.83
27/08/2018 23:30,Weekday,Monday,Light_Load,2.66,100.00,54.06,0.00,4.14
21/07/2018 12:00,Weekend,Saturday,Maximum_Load,10.87,100.00,73.93,0.00,9.90
08/05/2018 23:15,Weekday,Tuesday,Light_Load,3.71,100.00,72.84,0.00,3.49
31/05/2018 04:30,Weekday,Thursday,Light_Load,3.02,100.00,50.08,0.00,5.22
10/08/2018 06:15,Weekday,Friday,Light_Load,2.52,100.00,52.36,0.00,4.10
29/08/2018 17:15,Weekday,Wednesday,Medium_Load,53.64,100.00,87.39,0.00,29.84
28/06/2018 15:30,Weekday,Thursday,Maximum_Load,47.84,100.00,91.80,0.00,20.66
20/11/2018 01:15,Weekday,Tuesday,Light_Load,3.64,100.00,72.88,0.00,3.42
05/08/2018 19:30,Weekend,Sunday,Light_Load,3.10,18.64,100.00,16.34,0.00
09/12/2018 09:45,Weekend,Sunday,Light_Load,3.31,22.78,100.00,14.15,0.00
04/09/2018 05:30,Weekday,Tuesday,Light_Load,2.59,100.00,47.03,0.00,4.86
21/06/2018 09:00,Weekday,Thursday,Light_Load,58.39,100.00,84.72,0.00,36.61
09/10/2018 06:00,Weekday,Tuesday,Light_Load,2.56,100.00,48.31,0.00,4.64
03/12/2018 07:45,Weekday,Monday,Light_Load,5.98,100.00,90.33,0.04,2.84
01/04/2018 08:15,Weekend,Sunday,Light_Load,2.70,100.00,59.58,0.00,3.64
15/11/2018 09:45,Weekday,Thursday,Medium_Load,113.15,100.00,89.95,0.00,54.97
13/03/2018 02:15,Weekday,Tuesday,Light_Load,4.54,100.00,55.53,0.00,6.80
04/01/2018 14:30,Weekday,Thursday,Medium_Load,121.93,100.00,94.17,0.00,43.56
02/08/2018 18:45,Weekday,Thursday,Light_Load,2.92,26.19,100.00,10.76,0.00
09/07/2018 20:00,Weekday,Monday,Medium_Load,48.10,100.00,95.68,0.00,14.62
02/05/2018 21:00,Weekday,Wednesday,Medium_Load,20.74,81.21,100.00,14.90,0.04
03/03/2018 17:30,Weekend,Saturday,Medium_Load,5.54,20.54,100.00,26.39,0.00
07/08/2018 11:15,Weekday,Tuesday,Maximum_Load,96.23,100.00,87.58,0.00,53.03
06/12/2018 20:30,Weekday,Thursday,Medium_Load,38.84,100.00,97.56,0.00,8.75
03/11/2018 20:15,Weekend,Saturday,Medium_Load,3.74,19.82,100.00,18.50,0.00
15/03/2018 18:15,Weekday,Thursday,Medium_Load,58.50,100.00,80.71,0.47,42.80
28/08/2018 05:30,Weekday,Tuesday,Light_Load,2.52,100.00,50.74,0.00,4.28
04/10/2018 16:45,Weekday,Thursday,Maximum_Load,75.20,100.00,82.33,0.00,51.84
28/10/2018 11:00,Weekend,Sunday,Light_Load,2.99,26.59,100.00,10.84,0.00
25/07/2018 12:30,Weekday,Wednesday,Medium_Load,5.44,22.38,100.00,23.69,0.00
17/12/2018 04:00,Weekday,Monday,Light_Load,3.60,100.00,79.25,0.00,2.77
31/03/2018 03:30,Weekend,Saturday,Light_Load,2.74,100.00,60.56,0.00,3.60
15/11/2018 03:15,Weekday,Thursday,Light_Load,3.56,100.00,56.86,0.00,5.15
08/09/2018 20:30,Weekend,Saturday,Medium_Load,2.99,25.12,100.00,11.52,0.00
10/09/2018 12:30,Weekday,Monday,Medium_Load,4.57,25.62,100.00,17.24,0.00
01/04/2018 06:00,Weekend,Sunday,Light_Load,2.77,100.00,60.56,0.00,3.64
21/11/2018 10:45,Weekday,Wednesday,Maximum_Load,69.66,100.00,91.35,0.00,31.03
10/04/2018 10:30,Weekday,Tuesday,Maximum_Load,61.92,100.00,93.12,0.00,24.23
22/10/2018 08:45,Weekday,Monday,Light_Load,48.35,100.00,78.61,0.00,38.02
02/04/2018 11:00,Weekday,Monday,Maximum_Load,47.30,100.00,92.37,0.00,19.62
11/11/2018 23:15,Weekend,Sunday,Light_Load,2.63,100.00,68.33,0.00,2.81
11/04/2018 20:30,Weekday,Wednesday,Medium_Load,71.50,100.00,97.09,0.04,17.64
16/12/2018 07:15,Weekend,Sunday,Light_Load,3.38,100.00,77.68,0.00,2.74
17/01/2018 08:45,Weekday,Wednesday,Light_Load,62.75,100.00,78.71,0.00,49.18
25/02/2018 06:45,Weekend,Sunday,Light_Load,4.46,100.00,64.96,0.00,5.22
01/06/2018 22:15,Weekday,Friday,Medium_Load,3.64,26.96,90.99,13.00,1.66
30/06/2018 04:45,Weekend,Saturday,Light_Load,2.84,100.00,51.88,0.00,4.68
25/11/2018 08:00,Weekend,Sunday,Light_Load,2.92,100.00,65.71,0.00,3.35
16/04/2018 02:00,Weekday,Monday,Light_Load,3.10,100.00,63.41,0.00,3.78
01/06/2018 20:15,Weekday,Friday,Medium_Load,3.60,14.16,100.00,25.16,0.00
02/01/2018 00:45,Weekday,Tuesday,Light_Load,3.28,100.00,66.64,0.00,3.67
29/07/2018 09:00,Weekend,Sunday,Light_Load,35.39,99.99,99.26,0.43,4.32
09/06/2018 02:30,Weekend,Saturday,Light_Load,2.92,100.00,47.09,0.00,5.47
28/05/2018 01:45,Weekday,Monday,Light_Load,3.02,100.00,44.90,0.00,6.01
15/03/2018 05:15,Weekday,Thursday,Light_Load,3.46,100.00,52.70,0.00,5.58
07/02/2018 10:15,Weekday,Wednesday,Maximum_Load,69.34,100.00,93.17,0.00,27.04
29/03/2018 01:30,Weekday,Thursday,Light_Load,3.71,100.00,64.55,0.00,4.39
25/09/2018 11:30,Weekday,Tuesday,Light_Load,2.66,22.04,100.00,11.77,0.00
01/02/2018 14:00,Weekday,Thursday,Medium_Load,105.37,100.00,90.97,0.00,48.10
25/06/2018 13:15,Weekday,Monday,Maximum_Load,75.13,99.98,95.45,1.55,23.47
27/06/2018 14:00,Weekday,Wednesday,Maximum_Load,67.21,100.00,89.96,0.00,32.62
16/12/2018 10:45,Weekend,Sunday,Maximum_Load,54.86,100.00,93.72,0.00,20.41
